A_ratio,B_ratio,PTA_ratio,A_B_ratio,B_PTA_ratio
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
2.9830375912997806,-3.06790300489801,0.0,0.0,-2.8452186015899077
1.262690588553881,-1.248158256745578,0.0,4.859829908753555,-1.1786825495948172
-1.317829915564968,1.4814588654830696,0.0,-2.3591407324046387,1.3211215283978184
-5.618697422429716,6.0308207358641495,0.0,-4.76546427945737,5.487461658385545
0.11579258672328153,-0.03499509131062356,-5.0990195135927845,0.0471828146480926,2.7099015717270603
0.11579258672328153,-0.03499509131062356,5.0990195135927845,0.0471828146480926,-0.9935118771509186
-2.7514524178532174,-1.5514490481043166,0.0,0.0471828146480926,-1.4564385582606658
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
0.11579258672328153,-0.03499509131062356,0.0,0.0471828146480926,-0.06765851493142391
