PC1,PC2,PC3,PC4,PC5,PC6
-5.365420337870781,-2.2223289101486743,-1.2370464975242859,2.980467296672052,-2.0170202973495757,0.24547674165868122
-1.7257670123195887,-1.3384696034773724,-2.372531693900709,0.711367637778395,-1.6403494580410132,1.1596599342091536
-1.3979759757209966,-1.2002646694383956,-2.6277011924684412,0.8217584054899536,-1.3279079190551173,0.9900667597631231
-1.0925371259895473,-1.0909086654215168,-2.7872058727969757,1.0187540449771002,-1.1191663916986851,0.8538336947799232
-1.9631753000475498,-1.109078296328542,-2.125314895301596,-2.218475141387154,-3.0407227766537273,-0.3996517129742879
-4.597369912187845,-2.0655223529924056,-1.4736622531011767,3.5270298072355013,-1.1809513727767282,0.08603910950071231
-0.957716586636652,-1.1816630463211013,-2.609147449477603,1.2579301483418486,-0.8042805334681654,1.0002223020511816
-0.6217376556353834,-1.0483459554630923,-2.893198458979179,1.278744076161292,-0.5866947879160991,0.8632002727187713
-0.3162988059039364,-0.9389899514462179,-3.0527031393077175,1.475739715648444,-0.3779532605596621,0.7269672077355682
-1.1869369799619356,-0.9571595823532398,-2.3908121618123355,-1.761489470715815,-2.299509645514707,-0.5265182000186394
-0.16618614200989792,-1.0655916054664263,-2.427575785161507,1.6537539605208322,0.29201086202688414,0.2925822060080735
3.473467183541296,-0.18173229879512082,-3.5630609815379315,-0.6153456983728229,0.6686817013354444,1.2067653985585474
3.813734842968879,-0.050975406073855506,-3.8622398066713792,-0.6414511274345839,0.8365830325932342,1.0868037743872905
4.1253394038400595,0.054699916724132436,-4.043493064221289,-0.5119093280219118,0.9738955217280851,0.975097683298038
3.257807104951239,0.034676203434019705,-3.3925575733560946,-3.7831172724248194,-0.9836420616877988,-0.2660326663832315
-3.458334087517499,-3.884969313560634,2.8464166910944595,2.0029466536520846,-0.7017361594122005,-0.7459409556781582
0.17141372737440239,-2.9951968159822524,1.7458716271064312,-0.15778517601222233,-0.21031114439670756,0.128838476974911
0.49181370185431594,-2.852579715542462,1.5167729387977507,0.03346496231128791,0.18775497975199176,-0.07015607283967971
0.7972525515857645,-2.7432237115255904,1.3572682584692193,0.23046060179842795,0.3964965071084241,-0.20638913782288157
-0.07338562247223482,-2.761393342432611,2.019159235964598,-3.0067685845658225,-1.5250598778466167,-1.4598745455770927
0.9443883009808316,-2.7568560392871597,1.5627743153720908,0.40592976400412234,0.8734126585905955,-0.5202094558373846
4.584041626532027,-1.872996732615853,0.42728911899566496,-1.8631698948895312,1.2500834978991568,0.3939737367130866
4.924309285959609,-1.7422398398945886,0.12811029386221875,-1.889275323951294,1.4179848291569468,0.2740121125418308
5.235913846830793,-1.6365645170966008,-0.05314296368769233,-1.7597335245386203,1.5552973182917982,0.16230602145257805
4.36838154794197,-1.6565882303867139,0.5977925271775026,-5.030941468941531,-0.40224026512408684,-1.0788243282286902
-11.544375689180617,-5.04882912912456,1.4340600842790083,-4.0119436653306115,1.0119375335389011,1.4878638085608766
-3.690612263238376,-3.5816256815615772,1.3851925587636815,-1.3122318589757604,0.6202932439922375,0.4097028426803035
5.733903847892324,-1.820981544486002,1.3265515281453013,1.9274223086500504,0.15032009653623998,-0.884090316376388
17.252756872607602,0.3309168452730339,1.254879157389498,5.886999624637154,-0.42409152813220863,-2.4653930663345607
7.324804816755889,-2.52218580575583,4.869221594535104,-0.12827830630168624,-4.04403123375831,2.5167198281511105
-3.426457737641961,-2.8862482387883746,-0.9151721354557693,0.46258577762792347,3.2697791629633777,-1.968400821688409
-6.383054940101366,-2.986365407872321,-2.505880411203265,0.625073400708563,5.28107702206184,-3.201809000394274
-3.680155327013056,-2.924016219489886,3.267331696466314,2.104141629199453,-0.7451979773449582,-0.7238822780908403
0.6863419318379853,-2.262747164490217,1.5677257611551445,0.2810580895721121,0.37476559814204513,-0.19535979902922235
0.9081631713335431,-3.2237002585609624,1.1468107557832927,0.17986311402474395,0.41822741607480285,-0.21741847661654043
1.0190737910813228,-3.7041768055963367,0.9363532530973668,0.12926562625105942,0.4399583250411825,-0.22844781541019962
1.1299844108291022,-4.18465335263171,0.7258957504114399,0.0786681384773759,0.46168923400756123,-0.2394771542038584
-6.505570342467521,4.5000846446186396,1.4623691551753553,2.920869800075227,-1.2416730605786634,-0.34319313523812284
-2.5381259803177354,5.522148885328921,0.07171446023119879,0.7621609088931331,-0.5525606822842061,0.40139688286631947
-3.1033253046442875,5.613335258438773,0.5741007573980426,-2.278072637983973,-2.2653755398828146,-0.9883215898710925
-5.737519916784585,4.656891201774909,1.2257533995984629,3.467432310638679,-0.4056041360058164,-0.5026307673960929
-1.761887660232122,5.674067599304221,-0.19378280627953723,1.2191465795644705,0.1886524488548121,0.2745303958219673
-1.4564488105006752,5.783423603321097,-0.35328748660807674,1.4161422190516215,0.39739397621125033,0.1382973308387653
-2.3270869845586732,5.765253972414074,0.3086034908873051,-1.821086967312637,-1.5241624087437946,-1.115188076915445
-1.306336146606637,5.65682194930089,0.27183986753813155,1.5941564639240098,1.0673580987977953,-0.2960876708887303
2.6735848383721392,6.671438148693459,-1.162824153971739,-0.7010486240314062,1.6119302693641464,0.49813389749048553
2.9851893992433225,6.777113471491448,-1.3440774115216487,-0.5715068246187348,1.749242758498997,0.38642780640123364
2.1176571003545,6.757089758201337,-0.6931419206564542,-3.8427147690216428,-0.20829482491688708,-0.8547025432800357
-0.3428974530109742,3.979189843241726,4.05668391116886,0.17086310520160514,1.171843743879336,-0.7950590147196861
-1.2135356270689737,3.961020212334703,4.718574888664238,-3.0663660811626445,-0.7497126410757047,-2.048544422473898
-0.07909157702751385,2.7609966965128216,5.274443037474725,0.3485155749066961,3.711580147777165,5.782684799124908
